file,kind,text,proposed_key,status
src/dashboard/templates/bulk_upload.html,text,Tips,bulk_upload.ui.tips,todo
src/dashboard/templates/bulk_upload.html,text,CSV Files,bulk_upload.ui.csv_files,todo
src/dashboard/templates/bulk_upload.html,text,Upload any CSV file and map columns in the next step. Your columns will be detected automatically.,bulk_upload.ui.upload_any_csv_file_and_map_columns_in_the_next_,todo
src/dashboard/templates/bulk_upload.html,text,"• Comma, semicolon, or tab delimited",bulk_upload.ui.comma_semicolon_or_tab_delimited,todo
src/dashboard/templates/bulk_upload.html,text,• First row must be headers,bulk_upload.ui.first_row_must_be_headers,todo
src/dashboard/templates/bulk_upload.html,text,• UTF-8 encoding recommended,bulk_upload.ui.utf_8_encoding_recommended,todo
src/dashboard/templates/bulk_upload.html,text,JSON Files,bulk_upload.ui.json_files,todo
src/dashboard/templates/bulk_upload.html,text,Upload a JSON file with an array of listing objects.,bulk_upload.ui.upload_a_json_file_with_an_array_of_listing_obje,todo
src/dashboard/templates/bulk_upload.html,text,• Array of objects:,bulk_upload.ui.array_of_objects,todo
src/dashboard/templates/bulk_upload.html,text,• Or nested:,bulk_upload.ui.or_nested,todo
src/dashboard/templates/bulk_upload.html,text,"{""listings"": [...]}",bulk_upload.ui.listings,todo
src/dashboard/templates/bulk_upload.html,text,• Max 16MB file size,bulk_upload.ui.max_16mb_file_size,todo
src/dashboard/templates/bulk_upload.html,text,How Column Mapping Works,bulk_upload.ui.how_column_mapping_works,todo
src/dashboard/templates/bulk_upload.html,text,Upload your file - we detect all column headers,bulk_upload.ui.upload_your_file_we_detect_all_column_headers,todo
src/dashboard/templates/bulk_upload.html,text,Match each PropertyFinder field to your CSV column,bulk_upload.ui.match_each_propertyfinder_field_to_your_csv_colu,todo
src/dashboard/templates/bulk_upload.html,text,"Use ""Custom Value"" to set the same value for all rows (e.g., same agent for all listings)",bulk_upload.ui.use_custom_value_to_set_the_same_value_for_all_r,todo
src/dashboard/templates/bulk_upload.html,text,Preview your data and create listings,bulk_upload.ui.preview_your_data_and_create_listings,todo
src/dashboard/templates/bulk_upload.html,text,Fields marked with,bulk_upload.ui.fields_marked_with,todo
src/dashboard/templates/bulk_upload.html,text,are required by PropertyFinder API. Use exact API field names for best compatibility.,bulk_upload.ui.are_required_by_propertyfinder_api_use_exact_api,todo
src/dashboard/templates/bulk_upload.html,text,API Field,bulk_upload.ui.api_field,todo
src/dashboard/templates/bulk_upload.html,text,Description,bulk_upload.ui.description,todo
src/dashboard/templates/bulk_upload.html,text,Example,bulk_upload.ui.example,todo
src/dashboard/templates/bulk_upload.html,text,uaeEmirate,bulk_upload.ui.uaeemirate,todo
src/dashboard/templates/bulk_upload.html,text,UAE Emirate (lowercase),bulk_upload.ui.uae_emirate_lowercase,todo
src/dashboard/templates/bulk_upload.html,text,"dubai, abu_dhabi, northern_emirates",bulk_upload.ui.dubai_abu_dhabi_northern_emirates,todo
src/dashboard/templates/bulk_upload.html,text,category,bulk_upload.ui.category,todo
src/dashboard/templates/bulk_upload.html,text,Property category,bulk_upload.ui.property_category,todo
src/dashboard/templates/bulk_upload.html,text,"residential, commercial",bulk_upload.ui.residential_commercial,todo
src/dashboard/templates/bulk_upload.html,text,type,bulk_upload.ui.type,todo
src/dashboard/templates/bulk_upload.html,text,Property type (full name),bulk_upload.ui.property_type_full_name,todo
src/dashboard/templates/bulk_upload.html,text,"apartment, villa, townhouse, office-space",bulk_upload.ui.apartment_villa_townhouse_office_space,todo
src/dashboard/templates/bulk_upload.html,text,location_id,bulk_upload.ui.location_id,todo
src/dashboard/templates/bulk_upload.html,text,Location ID from Locations API,bulk_upload.ui.location_id_from_locations_api,todo
src/dashboard/templates/bulk_upload.html,text,12345 (integer),bulk_upload.ui.12345_integer,todo
src/dashboard/templates/bulk_upload.html,text,assigned_to_id,bulk_upload.ui.assigned_to_id,todo
src/dashboard/templates/bulk_upload.html,text,Public Profile ID of agent,bulk_upload.ui.public_profile_id_of_agent,todo
src/dashboard/templates/bulk_upload.html,text,123456 (integer),bulk_upload.ui.123456_integer,todo
src/dashboard/templates/bulk_upload.html,text,reference,bulk_upload.ui.reference,todo
src/dashboard/templates/bulk_upload.html,text,Your unique reference (auto-generated if empty),bulk_upload.ui.your_unique_reference_auto_generated_if_empty,todo
src/dashboard/templates/bulk_upload.html,text,REF-12345,bulk_upload.ui.ref_12345,todo
src/dashboard/templates/bulk_upload.html,text,bedrooms,bulk_upload.ui.bedrooms,todo
src/dashboard/templates/bulk_upload.html,text,"String: studio, 1-30",bulk_upload.ui.string_studio_1_30,todo
src/dashboard/templates/bulk_upload.html,text,"""studio"", ""1"", ""2"", ""3""",bulk_upload.ui.studio_1_2_3,todo
src/dashboard/templates/bulk_upload.html,text,bathrooms,bulk_upload.ui.bathrooms,todo
src/dashboard/templates/bulk_upload.html,text,"String: none, 1-20",bulk_upload.ui.string_none_1_20,todo
src/dashboard/templates/bulk_upload.html,text,"""none"", ""1"", ""2"", ""3""",bulk_upload.ui.none_1_2_3,todo
src/dashboard/templates/bulk_upload.html,text,size,bulk_upload.ui.size,todo
src/dashboard/templates/bulk_upload.html,text,Size in sqft (number),bulk_upload.ui.size_in_sqft_number,todo
src/dashboard/templates/bulk_upload.html,text,furnishingType,bulk_upload.ui.furnishingtype,todo
src/dashboard/templates/bulk_upload.html,text,Furnishing status,bulk_upload.ui.furnishing_status,todo
src/dashboard/templates/bulk_upload.html,text,"unfurnished, semi-furnished, furnished",bulk_upload.ui.unfurnished_semi_furnished_furnished,todo
src/dashboard/templates/bulk_upload.html,text,projectStatus,bulk_upload.ui.projectstatus,todo
src/dashboard/templates/bulk_upload.html,text,Completion status,bulk_upload.ui.completion_status,todo
src/dashboard/templates/bulk_upload.html,text,"completed, off_plan, completed_primary, off_plan_primary",bulk_upload.ui.completed_off_plan_completed_primary_off_plan_pr,todo
src/dashboard/templates/bulk_upload.html,text,parkingSlots,bulk_upload.ui.parkingslots,todo
src/dashboard/templates/bulk_upload.html,text,Parking spaces (integer),bulk_upload.ui.parking_spaces_integer,todo
src/dashboard/templates/bulk_upload.html,text,plotSize,bulk_upload.ui.plotsize,todo
src/dashboard/templates/bulk_upload.html,text,Plot size in sqft,bulk_upload.ui.plot_size_in_sqft,todo
src/dashboard/templates/bulk_upload.html,text,floorNumber,bulk_upload.ui.floornumber,todo
src/dashboard/templates/bulk_upload.html,text,Floor number (string),bulk_upload.ui.floor_number_string,todo
src/dashboard/templates/bulk_upload.html,text,age,bulk_upload.ui.age,todo
src/dashboard/templates/bulk_upload.html,text,Years since handover,bulk_upload.ui.years_since_handover,todo
src/dashboard/templates/bulk_upload.html,text,developer,bulk_upload.ui.developer,todo
src/dashboard/templates/bulk_upload.html,text,Developer name,bulk_upload.ui.developer_name,todo
src/dashboard/templates/bulk_upload.html,text,"Emaar, Damac",bulk_upload.ui.emaar_damac,todo
src/dashboard/templates/bulk_upload.html,text,Price (API Structure),bulk_upload.ui.price_api_structure,todo
src/dashboard/templates/bulk_upload.html,text,CSV Field,bulk_upload.ui.csv_field,todo
src/dashboard/templates/bulk_upload.html,text,Maps to API,bulk_upload.ui.maps_to_api,todo
src/dashboard/templates/bulk_upload.html,text,price_type,bulk_upload.ui.price_type,todo
src/dashboard/templates/bulk_upload.html,text,price.type,bulk_upload.ui.price_type,todo
src/dashboard/templates/bulk_upload.html,text,"sale, yearly, monthly, daily, weekly",bulk_upload.ui.sale_yearly_monthly_daily_weekly,todo
src/dashboard/templates/bulk_upload.html,text,price_amount,bulk_upload.ui.price_amount,todo
src/dashboard/templates/bulk_upload.html,text,price.amounts.{sale|yearly|...},bulk_upload.ui.price_amounts_sale_yearly,todo
src/dashboard/templates/bulk_upload.html,text,downpayment,bulk_upload.ui.downpayment,todo
src/dashboard/templates/bulk_upload.html,text,price.downpayment,bulk_upload.ui.price_downpayment,todo
src/dashboard/templates/bulk_upload.html,text,250000 (for sale),bulk_upload.ui.250000_for_sale,todo
src/dashboard/templates/bulk_upload.html,text,number_of_cheques,bulk_upload.ui.number_of_cheques,todo
src/dashboard/templates/bulk_upload.html,text,price.numberOfCheques,bulk_upload.ui.price_numberofcheques,todo
src/dashboard/templates/bulk_upload.html,text,4 (for rent),bulk_upload.ui.4_for_rent,todo
src/dashboard/templates/bulk_upload.html,text,Notes,bulk_upload.ui.notes,todo
src/dashboard/templates/bulk_upload.html,text,title_en,bulk_upload.ui.title_en,todo
src/dashboard/templates/bulk_upload.html,text,title.en,bulk_upload.ui.title_en,todo
src/dashboard/templates/bulk_upload.html,text,"Max 50 chars, no emojis/HTML",bulk_upload.ui.max_50_chars_no_emojis_html,todo
src/dashboard/templates/bulk_upload.html,text,title_ar,bulk_upload.ui.title_ar,todo
src/dashboard/templates/bulk_upload.html,text,title.ar,bulk_upload.ui.title_ar,todo
src/dashboard/templates/bulk_upload.html,text,Arabic title (optional),bulk_upload.ui.arabic_title_optional,todo
src/dashboard/templates/bulk_upload.html,text,description_en,bulk_upload.ui.description_en,todo
src/dashboard/templates/bulk_upload.html,text,description.en,bulk_upload.ui.description_en,todo
src/dashboard/templates/bulk_upload.html,text,"Max 2000 chars, no emojis/HTML",bulk_upload.ui.max_2000_chars_no_emojis_html,todo
src/dashboard/templates/bulk_upload.html,text,description_ar,bulk_upload.ui.description_ar,todo
src/dashboard/templates/bulk_upload.html,text,description.ar,bulk_upload.ui.description_ar,todo
src/dashboard/templates/bulk_upload.html,text,Arabic description (optional),bulk_upload.ui.arabic_description_optional,todo
src/dashboard/templates/bulk_upload.html,text,Compliance (Required for Dubai/Abu Dhabi),bulk_upload.ui.compliance_required_for_dubai_abu_dhabi,todo
src/dashboard/templates/bulk_upload.html,text,compliance_type,bulk_upload.ui.compliance_type,todo
src/dashboard/templates/bulk_upload.html,text,compliance.type,bulk_upload.ui.compliance_type,todo
src/dashboard/templates/bulk_upload.html,text,"rera, dtcm (Dubai), adrec (Abu Dhabi)",bulk_upload.ui.rera_dtcm_dubai_adrec_abu_dhabi,todo
src/dashboard/templates/bulk_upload.html,text,permit_number,bulk_upload.ui.permit_number,todo
src/dashboard/templates/bulk_upload.html,text,compliance.listingAdvertisementNumber,bulk_upload.ui.compliance_listingadvertisementnumber,todo
src/dashboard/templates/bulk_upload.html,text,7116777484 (RERA permit),bulk_upload.ui.7116777484_rera_permit,todo
src/dashboard/templates/bulk_upload.html,text,Note:,bulk_upload.ui.note,todo
src/dashboard/templates/bulk_upload.html,text,Dubai requires RERA permit. Abu Dhabi format:,bulk_upload.ui.dubai_requires_rera_permit_abu_dhabi_format,todo
src/dashboard/templates/bulk_upload.html,text,PermitNumber#BrokerLicenseNo,bulk_upload.ui.permitnumber_brokerlicenseno,todo
src/dashboard/templates/bulk_upload.html,text,images,bulk_upload.ui.images,todo
src/dashboard/templates/bulk_upload.html,text,media.images[].original.url,bulk_upload.ui.media_images_original_url,todo
src/dashboard/templates/bulk_upload.html,text,Comma-separated public URLs (valid 1hr+),bulk_upload.ui.comma_separated_public_urls_valid_1hr,todo
src/dashboard/templates/bulk_upload.html,text,video_tour,bulk_upload.ui.video_tour,todo
src/dashboard/templates/bulk_upload.html,text,media.videos.default,bulk_upload.ui.media_videos_default,todo
src/dashboard/templates/bulk_upload.html,text,YouTube/video URL,bulk_upload.ui.youtube_video_url,todo
src/dashboard/templates/bulk_upload.html,text,video_360,bulk_upload.ui.video_360,todo
src/dashboard/templates/bulk_upload.html,text,media.videos.view360,bulk_upload.ui.media_videos_view360,todo
src/dashboard/templates/bulk_upload.html,text,360° virtual tour URL,bulk_upload.ui.360_virtual_tour_url,todo
src/dashboard/templates/bulk_upload.html,text,"Use these exact values in your CSV/JSON. The API uses full property type names, not codes.",bulk_upload.ui.use_these_exact_values_in_your_csv_json_the_api_,todo
src/dashboard/templates/bulk_upload.html,text,Residential Property Types,bulk_upload.ui.residential_property_types,todo
src/dashboard/templates/bulk_upload.html,text,apartment,bulk_upload.ui.apartment,todo
src/dashboard/templates/bulk_upload.html,text,villa,bulk_upload.ui.villa,todo
src/dashboard/templates/bulk_upload.html,text,townhouse,bulk_upload.ui.townhouse,todo
src/dashboard/templates/bulk_upload.html,text,penthouse,bulk_upload.ui.penthouse,todo
src/dashboard/templates/bulk_upload.html,text,duplex,bulk_upload.ui.duplex,todo
src/dashboard/templates/bulk_upload.html,text,hotel-apartment,bulk_upload.ui.hotel_apartment,todo
src/dashboard/templates/bulk_upload.html,text,twin-house,bulk_upload.ui.twin_house,todo
src/dashboard/templates/bulk_upload.html,text,bungalow,bulk_upload.ui.bungalow,todo
src/dashboard/templates/bulk_upload.html,text,compound,bulk_upload.ui.compound,todo
src/dashboard/templates/bulk_upload.html,text,palace,bulk_upload.ui.palace,todo
src/dashboard/templates/bulk_upload.html,text,Commercial Property Types,bulk_upload.ui.commercial_property_types,todo
src/dashboard/templates/bulk_upload.html,text,office-space,bulk_upload.ui.office_space,todo
src/dashboard/templates/bulk_upload.html,text,shop,bulk_upload.ui.shop,todo
src/dashboard/templates/bulk_upload.html,text,warehouse,bulk_upload.ui.warehouse,todo
src/dashboard/templates/bulk_upload.html,text,retail,bulk_upload.ui.retail,todo
src/dashboard/templates/bulk_upload.html,text,show-room,bulk_upload.ui.show_room,todo
src/dashboard/templates/bulk_upload.html,text,factory,bulk_upload.ui.factory,todo
src/dashboard/templates/bulk_upload.html,text,whole-building,bulk_upload.ui.whole_building,todo
src/dashboard/templates/bulk_upload.html,text,full-floor,bulk_upload.ui.full_floor,todo
src/dashboard/templates/bulk_upload.html,text,half-floor,bulk_upload.ui.half_floor,todo
src/dashboard/templates/bulk_upload.html,text,land,bulk_upload.ui.land,todo
src/dashboard/templates/bulk_upload.html,text,residential,bulk_upload.ui.residential,todo
src/dashboard/templates/bulk_upload.html,text,commercial,bulk_upload.ui.commercial,todo
src/dashboard/templates/bulk_upload.html,text,sale,bulk_upload.ui.sale,todo
src/dashboard/templates/bulk_upload.html,text,yearly,bulk_upload.ui.yearly,todo
src/dashboard/templates/bulk_upload.html,text,monthly,bulk_upload.ui.monthly,todo
src/dashboard/templates/bulk_upload.html,text,weekly,bulk_upload.ui.weekly,todo
src/dashboard/templates/bulk_upload.html,text,daily,bulk_upload.ui.daily,todo
src/dashboard/templates/bulk_upload.html,text,unfurnished,bulk_upload.ui.unfurnished,todo
src/dashboard/templates/bulk_upload.html,text,semi-furnished,bulk_upload.ui.semi_furnished,todo
src/dashboard/templates/bulk_upload.html,text,furnished,bulk_upload.ui.furnished,todo
src/dashboard/templates/bulk_upload.html,text,completed,bulk_upload.ui.completed,todo
src/dashboard/templates/bulk_upload.html,text,off_plan,bulk_upload.ui.off_plan,todo
src/dashboard/templates/bulk_upload.html,text,completed_primary,bulk_upload.ui.completed_primary,todo
src/dashboard/templates/bulk_upload.html,text,off_plan_primary,bulk_upload.ui.off_plan_primary,todo
src/dashboard/templates/bulk_upload.html,text,"studio, 1, 2, 3, 4... up to 30",bulk_upload.ui.studio_1_2_3_4_up_to_30,todo
